y,u,v
0.0,0.0,0.0
0.0,0.0,0.0
0.5561023672617169,0.8089668010830424,0.9921477544684321
0.5565385597301183,0.808984072079523,0.9921390929335135
0.5570825874403647,0.8089995118296431,0.9921397351715737
0.557728913258911,0.8089974896476432,0.9921505317140972
0.558484046355285,0.8089524201578322,0.9921747631825262
0.5592472334640883,0.8088796997158669,0.9922077776903716
0.5601576666665047,0.8087994980683908,0.9922486032016503
0.560844340657231,0.808739570314271,0.9922994267973239
0.5614790627962323,0.8086736107297219,0.9923503718974954
0.5621453587468901,0.808623090895293,0.9924201154792633
0.5626628637610336,0.8086242885824861,0.992483506111572
0.5632061971598636,0.8086627447560567,0.9925610954123442
0.5636336760199903,0.8087364806284685,0.9926408370785069
0.564204330573052,0.8088393081492232,0.9927284244636739
0.5648931395713835,0.8089591549785703,0.992807332956137
0.5656932900842123,0.8090736990044755,0.9928403648217677
0.5666003905918303,0.8091529286159687,0.9928567158556217
0.567491530615766,0.8092591842993415,0.9929021411800336
0.5684181325952895,0.8094300716966797,0.9929892425472091
0.5692107498292515,0.8095675019626447,0.9930866544389169
0.569857301299008,0.8097306304299058,0.9932277558764956
0.570278470604139,0.8098984628570123,0.9933993549430356
0.5706836881044804,0.8100600464813721,0.9935836946240647
0.571023379964908,0.8101780967799295,0.9937107015398924
0.5713465558925203,0.8101871228283414,0.9937855483105701
0.571598070203077,0.8101722385273543,0.9937732242829308
0.5720273629517788,0.8101199481988137,0.9937180265253345
0.5724700211952446,0.8101598363896805,0.9936720457517897
0.5727930061872173,0.8102173080171653,0.993636375502777
0.5730918464996879,0.810277973477165,0.993602406316734
0.5732677329392236,0.8103596765730788,0.993564670491258
0.5734160986099954,0.8104551009983573,0.9936178026723906
0.5733327291666825,0.8105380538548205,0.9936780515455407
0.573035234082581,0.8104929930439022,0.9936840573392915
0.5728634440804015,0.8104630421851813,0.9936862964936092
0.5727078141764366,0.8104420045492673,0.9936905317932487
0.5725810849851753,0.8104059871445464,0.9936694767995492
0.5725008225854504,0.8103678781266839,0.9936272626654379
0.5723966671941119,0.8103423882188128,0.9935709887251463
0.4773169882667002,0.6753572530212206,0.8279420898531392
0.38210738834058755,0.5403591118278871,0.6623145296521161
0.28686036743993903,0.40534969125629927,0.4966885526739856
0.19169556149700961,0.2703431045360431,0.3310476931306471
0.09647670177097474,0.1353488314287557,0.16539149894822278
0.0013188230309052321,0.00036486103499616446,-0.0002066124198069669
0.0013436755223230434,0.00041200391227384575,-0.00018286176203348195
0.0012393755792049724,0.00048374354293227517,-0.00011073707783742659
0.0011543658251710405,0.000535297419210994,-7.139700726038193e-05
0.0009882833521305018,0.0005794762617665667,-6.115919256402822e-06
0.00073368572029213,0.0006168626171633801,6.205003268211966e-05
0.000586880900157093,0.0005654756649211361,6.640857259839267e-05
0.0003908695549235733,0.0004659458340975631,4.721799791607676e-05
0.00029143683126578565,0.00032699020452313816,-5.8111358308751166e-05
0.00025623071014846274,0.00020740808140353305,-0.0001362595797708349
0.0003918214365888082,9.475335400813813e-05,-0.00022930405980579752
0.0006457372931889944,-3.1420484552413446e-05,-0.00032352443336973387
0.0009322010225030963,-8.807128165088473e-05,-0.00039756155979103216
0.0011434334097606817,-0.00015329653544458416,-0.00048432657165863225
0.001410323150199333,-0.0002315195882489158,-0.0005374682031412148
0.0016969791652033316,-0.00031080262314873855,-0.000586094881775102
0.001671640752225466,-0.0004042323495871498,-0.0006364035298156106
0.0016157561084880574,-0.000515490064553377,-0.0006636998045557888
0.0014427098848059329,-0.0005808901498202064,-0.0006995220306221716
0.0013719669767595817,-0.0006103508439681167,-0.0007196032525598602
0.0013033166461756886,-0.0006186916455839963,-0.0007302312317003787
0.0013502007960188157,-0.0006318264746665409,-0.0007284634376885906
0.0015715313642339624,-0.0006313724721461509,-0.0007142466399816129
0.0018396218776940737,-0.0005972238258887985,-0.0007021739145020556
0.002140342906213576,-0.0005713741296990076,-0.0006758533401663682
0.0024645550936144077,-0.0005597838542215957,-0.0006720911366116556
0.002660887461446092,-0.0005253504438515777,-0.0006825567240268395
0.002658127187837735,-0.00045842827366949314,-0.000683004169162022
0.002658069135689117,-0.00039700244623632483,-0.0006779445675804821
0.0026648990385184828,-0.000311743607982414,-0.000683461257510745
0.0026819175756535936,-0.00023571602573600162,-0.0006715781176223279
0.0027158079766368103,-0.00016937418417944816,-0.0006055095647535507
0.0028988380127571802,-9.383117344267737e-05,-0.0005330172812335327
0.002911684991898209,3.6977579550256535e-05,-0.00044961485812876237
0.002763881906237444,0.00017827139925024363,-0.0003273043804394303
0.0026098877806829163,0.00032085538456716115,-0.0002163194720000437
0.0024133475051548816,0.0004392804184260071,-0.00012781231707022518
0.0020941471854262358,0.0005662738337537402,-8.166606597171094e-05
0.0015562671206106485,0.0006370678508349599,1.7608508970044122e-06
0.0011782834069810004,0.0006374811589916222,4.7939310331330704e-05
0.0009505357619327317,0.0006268653303006821,4.91240756177964e-05
0.0006563130061090194,0.0005619201154447547,0.00013931358568174332
0.0003758236336682679,0.000499161017228319,0.00023378526140554887
0.00014764435835657526,0.00043786845901507557,0.00033144536944477803
7.721601195402347e-05,0.0004110917606525364,0.0003751173646666545
7.32016383525509e-06,0.00037693511052820406,0.0004289567791224174
-3.2964555996093124e-05,0.000352740093446835,0.0004978899451757508
-0.00011089397293026727,0.00038550638496063594,0.00046969723725207566
-0.00013400470701491914,0.00042441386095186785,0.00042899361619969426
-0.00019751539733971272,0.0004731960846297347,0.0003881453469359274
-0.00026000381053576944,0.0005243206450147273,0.0003576301673245028
-0.00020000026075331435,0.0005766451105327377,0.0003337192393331793
-0.00023286308084008813,0.0006251207764348198,0.0003081053197281641
-0.0002655756596511056,0.0006517169538295335,0.00029471070245783447
-0.00036640443141670685,0.0006635329769486043,0.0002710194468838979
-0.00048175356926809677,0.0006671513037490146,0.00025813360558997266
-0.0006382595592351748,0.0006602892890172653,0.0002534136380095067
-0.0009686319282448888,0.0006658743493369626,0.0002492734204612422
-0.0013225686481316203,0.0006591954592404363,0.0002625679411693303
-0.0015472369256165927,0.0006621224640204797,0.0002784950593302212
-0.0018394758794322754,0.0006843183463819617,0.0003152391766669519
-0.002139588228276885,0.0006988666777885699,0.000338713652788081
-0.002414372289519139,0.0007015653312605919,0.0003631167704274845
-0.0026051387870278824,0.0006961492200524715,0.00038662750503359536
-0.002700427918012408,0.0006913175840524809,0.0004140921502909862
-0.0028660409593903743,0.0006818118821705465,0.00043800905707625675
-0.003009885891384349,0.0006580123333015657,0.0004595843986094154
-0.003212882877355485,0.0006371511682061582,0.0004978565796543139
-0.003422537538351806,0.0006361757570967803,0.0005206876605307699
-0.0037094348265725575,0.0006389288947266,0.0005252145709642556
-0.004024056933968061,0.0006502197484057301,0.0005051067337561606
-0.00436137415291927,0.0006681415654067275,0.0005074550492572335
-0.004635406332757536,0.000676296831584775,0.0005221173634546161
-0.0046843203791720025,0.000717702189328147,0.0005600778758202947
-0.004609966183871384,0.0007717792125800341,0.000620341020926264
-0.004437883510143655,0.000836692026236396,0.0006722232486459556
-0.004254580956792592,0.000940004214933309,0.0007054836584505447
-0.003988553126831928,0.0010397088772289775,0.0007269671965856241
-0.0037069199727635515,0.00116127364517047,0.0007154715210384767
-0.003593602660125693,0.00126616587449938,0.0006686710742930201
-0.00335015133018746,0.0013481759139185167,0.0006040326100787001
-0.003157639700220559,0.0014202719577700977,0.0005543579069351467
-0.002960767505262283,0.001420287772641339,0.0005183634530640657
-0.002652711848086181,0.001373693304950559,0.0004513170782833017
-0.0023554489725811276,0.001247202783238712,0.0004020803699261783
-0.0017390546298957294,0.0010233272743867608,0.0003353917583900136
-0.001166069311982144,0.0008033410666517465,0.0002525991721447258
-0.0005346323267335268,0.000567714337078821,0.00016147484890376946
0.0001949335231922026,0.0003475195466217328,8.468458485368622e-05
