b,g,r
0.0,0.0,0.0
0.0,0.0,0.0
0.9376285249885535,0.9663127839884182,0.9920119357332106
0.9382105357124189,0.9668350024583993,0.9925579664008781
0.9387207132376671,0.9673002683702895,0.9930532315571554
0.9393968463924942,0.9679425948673753,0.9937308559488796
0.9403111173884077,0.968899128151521,0.994673317667837
0.9411706568173537,0.9698975271183413,0.995658422416362
0.942163360528365,0.9710085303351138,0.9967532758548234
0.943127492774997,0.9720584721602175,0.9978037094708186
0.9440768554306588,0.9730721642373439,0.9988359626880472
0.9445909514188175,0.9736813662382476,0.9994570152630159
0.9448072759542288,0.9739176638295463,0.9997766634783283
0.9450363077317095,0.9740755287057472,1.0
0.9450636259225264,0.9740109930493925,0.9999920520246229
0.9448897699102375,0.9737267220498302,0.9997736492760894
0.944650600894701,0.9733957626440114,0.9995186794951326
0.9446862319380078,0.9733670166731867,0.9995398582319157
0.9445959645130674,0.9732108968614397,0.9994090894474191
0.9445139306195054,0.9729803421186172,0.9992659465695215
0.9445068075836884,0.9728135774137007,0.9991812792150562
0.9444993038065361,0.9726877424023425,0.9991005779161681
0.9443247339042434,0.9724301232962599,0.9988560943861579
0.9439244637111547,0.9719000520362356,0.9983652077552378
0.9434982079219232,0.971395649087908,0.9978971656044433
0.9430976839012775,0.9710358326617083,0.9974958959653492
0.9425308076454955,0.9706175407120762,0.9970257597372099
0.9418242310480567,0.9703174689470937,0.9966022801868826
0.9411034877000957,0.9699942512817618,0.9961443276814768
0.9403381024305559,0.9695224334460577,0.9955723431461111
0.9395537752795788,0.9689910771840263,0.9949428825333184
0.9387374341279812,0.9684097644859427,0.9942879757079414
0.9381061332654007,0.9678946849160008,0.9937578092625833
0.9376415653792919,0.9672589579353958,0.9932307680690201
0.9372483706293533,0.9666709029428306,0.9927751000116269
0.9368909814291668,0.9662663176812738,0.9924528976565228
0.9366642023712538,0.9659857747739544,0.9922656205121603
0.9363539140471042,0.9656208024755041,0.9919848237772837
0.936042626276949,0.9653243001605413,0.9917282517098737
0.9358093428878891,0.9651421154315399,0.9915543163764734
0.9355800890112959,0.9649584553298639,0.9913689746672325
0.7799316308072053,0.8044988828053298,0.8264871657410341
0.6242529583103803,0.6440192145415887,0.6615549627025168
0.46856597243225834,0.4835231387940589,0.49659031997341424
0.3126932417173787,0.32283278748862987,0.33143272405747515
0.15674756501682227,0.16204230367975161,0.16614524563825944
0.0006569164698051606,0.0010958490065462307,0.0006996767183479629
-5.99711670581934e-05,0.00025649115987685245,-0.00020962119640980927
-0.0008942369509054495,-0.0007104301933059742,-0.0012141469258848802
-0.001721112474924289,-0.0016767730311823587,-0.0022136130260598987
-0.002528159131208433,-0.002635450805646878,-0.0031841057682222584
-0.0033304840661260117,-0.003550890289668852,-0.004104055274376442
-0.003862442992335497,-0.004095475550414018,-0.004693443742961689
-0.0041564310043319,-0.004325396429420779,-0.00497985623626615
-0.004396732372801857,-0.004451604250003279,-0.00519380748402127
-0.004636717866979581,-0.00452220515108528,-0.00532745227575301
-0.004739599992693463,-0.004464921912093774,-0.005342463355440236
-0.00474071066452472,-0.004273966207115341,-0.005216693739932107
-0.004752258231944305,-0.004165212908994915,-0.005139271752063965
-0.004953165387307076,-0.0041798323186608855,-0.005173445930955797
-0.00504097773571232,-0.004111483432070315,-0.005090487858308578
-0.005066295624365127,-0.0040286595002371655,-0.005001170347745747
-0.004940870967557428,-0.0038195556537446206,-0.0047781729678936305
-0.00470440398161852,-0.0035525324129465296,-0.004488776414372391
-0.004226615557713079,-0.0030664554616922743,-0.0039712003446463005
-0.0033498927082381623,-0.0022944223779284064,-0.0031379511049112034
-0.0024220292466488073,-0.0014533864490767561,-0.0022571400453482863
-0.0014058122904072614,-0.0005161969399999297,-0.00127833180665843
-0.00039732473581292297,0.000466455023487032,-0.00028141596835444836
0.0006267020008030802,0.0014798107791008438,0.0007350523476762802
0.0014427193459953425,0.0023027842332384745,0.0015563762752319854
0.0020003888884945913,0.0028870894524569675,0.0021194163857898747
0.0021913375427070284,0.003100392382325971,0.002314377454364127
0.002247740846167269,0.0031688620132751255,0.0023602467379422666
0.002130014215101357,0.0030541368930690187,0.0022344186010804356
0.0017940748536303332,0.0026959594173027296,0.0018795015755379283
0.0013238027219866259,0.0022164913247933534,0.0013862640431395448
0.0006830504845617423,0.0015837949394573768,0.0007404624000229865
0.00018059583900253824,0.001046245285035889,0.00019080305590468688
-0.0003952350651967104,0.0003627759850055566,-0.0004574184099219078
-0.0010079878315915921,-0.00036343910949922454,-0.0011488684713886303
-0.0015389852096610414,-0.0010065716853470243,-0.0017462544469777357
-0.00190941462431613,-0.001494038871282868,-0.0021697334684972337
-0.002077457280474643,-0.001775510893222305,-0.002386846279488262
-0.0022626505711016917,-0.0020378444936367036,-0.002564233138855671
-0.002280583311731215,-0.0020689119289923133,-0.002561154950919794
-0.0021742826223792562,-0.001992544911908693,-0.0024531017938104966
-0.0021271628855446937,-0.0020915193271293245,-0.0023092416767958547
-0.002146550375359801,-0.0022639718845506554,-0.002236954232612574
-0.0021168622459990056,-0.002392480898714123,-0.0021394587154492427
-0.0018962795770517912,-0.0023434900649931542,-0.0018949117285497112
-0.0016119207954589476,-0.0022118297112031005,-0.0015670294530519514
-0.0012370746050427534,-0.001975644579612692,-0.0011268395885571155
-0.0005938461387845921,-0.0013425364295731757,-0.0004982120237043039
0.00014617488331975127,-0.0006135364589765882,0.00023202429861671426
0.0008768888950022598,9.41194343870467e-05,0.0009411594425759019
0.001611812918748,0.0008116025083948551,0.0016504252019656895
0.0021899245693076793,0.001367004524718616,0.002218431519183874
0.0026047473660582806,0.0017553368905185254,0.0026199660907894845
0.002826539593823679,0.0019485657622844875,0.002808183102189084
0.0029931969508351936,0.0021066206566148714,0.0029416581467423025
0.0029805584537283833,0.0021027048377408684,0.0029497850352924035
0.0028886797526086866,0.0019909107207412248,0.0028845795562182095
0.0026464397761717627,0.0016973219583399247,0.00263889334188802
0.002342005173784615,0.0013115354476814771,0.0023051755003472194
0.0020551696345506424,0.0009288727786649731,0.0019815501245021684
0.0015791976641005745,0.0003010274962418034,0.001435250117594577
0.0011064711609971372,-0.0003552438285224594,0.0008211266823925407
0.00045938010914394183,-0.0011535143970261728,4.0153933087722e-05
-0.00018428497576692635,-0.0019137312792068984,-0.0007232990741754693
-0.0008937980407545741,-0.002698979436423157,-0.0015140760891352103
-0.0016949819855502325,-0.0035629902845613556,-0.0023895164043717786
-0.002346706271661988,-0.004246651189143758,-0.003109027631066478
-0.0030275461649793356,-0.00494508150842662,-0.0038395213063279177
-0.003568421665472813,-0.005498744453447585,-0.004429075115363057
-0.003941318495504866,-0.0058941161272251874,-0.004861116586470605
-0.004265988794792823,-0.006238036426401254,-0.005212101752650038
-0.004520415138000738,-0.00652147913729053,-0.005417080196264686
-0.004736672162333163,-0.0067660691338587604,-0.005581123129441312
-0.0047193771634402885,-0.006791108517275048,-0.005513005860496837
-0.004665696689335628,-0.0068207487014306616,-0.005391413999798524
-0.004528003348069771,-0.006780038110409101,-0.0051980922341978205
-0.004287311014653173,-0.0066780882721602965,-0.004970036282657572
-0.004072058548131375,-0.006609814299952643,-0.004861975898513625
-0.003918742473275167,-0.006629894527475576,-0.004831620414201077
-0.003902057718134298,-0.006789249582958827,-0.004942144864608117
-0.0038956781855354556,-0.006879041081230078,-0.0050597054501485775
-0.003946857048051712,-0.006971585903418117,-0.005203662515189284
-0.004024944099372491,-0.007040205715671359,-0.005349533686786042
-0.0041895553242452905,-0.007116627552456557,-0.005531872475012155
-0.004496627970532138,-0.00719356673915902,-0.005736370585229838
-0.004786279761763337,-0.007100421191753685,-0.0058311429204993374
-0.005103452805858034,-0.007059458007058584,-0.005960945221318329
-0.005438665057139246,-0.007044930081074345,-0.00610938569185176
-0.005827088377814927,-0.007074089931832992,-0.006281638888880412
